Domain,Area,Element,Months,Year,Value
Temperature change,Asia,Temperature change,August,1999,0.889
Temperature change,Asia,Temperature change,August,2000,0.884
Temperature change,Asia,Temperature change,August,2001,0.845
Temperature change,Asia,Temperature change,August,2002,0.822
Temperature change,Asia,Temperature change,August,2003,0.811
Temperature change,Asia,Temperature change,August,2004,0.514
Temperature change,Asia,Temperature change,August,2005,0.721
Temperature change,Asia,Temperature change,August,2006,1.285
Temperature change,Asia,Temperature change,August,2007,1.164
Temperature change,Asia,Temperature change,August,2008,0.802
Temperature change,Asia,Temperature change,August,2009,0.797
Temperature change,Asia,Temperature change,August,2010,1.348
Temperature change,Asia,Temperature change,August,2011,1.061
Temperature change,Asia,Temperature change,August,2012,1.176
Temperature change,Asia,Temperature change,August,2013,0.919
Temperature change,Asia,Temperature change,August,2014,0.943
Temperature change,Asia,Temperature change,August,2015,0.913
Temperature change,Asia,Temperature change,August,2016,1.598
Temperature change,Asia,Temperature change,August,2017,1.272
Temperature change,Asia,Temperature change,August,2018,1.2
Temperature change,Asia,Temperature change,August,2019,1.172
Temperature change,Asia,Temperature change,August,2020,1.175
Temperature change,Asia,Temperature change,September,1990,0.415
Temperature change,Asia,Temperature change,September,1991,0.23
Temperature change,Asia,Temperature change,September,1992,-0.418
Temperature change,Asia,Temperature change,September,1993,0.094
Temperature change,Asia,Temperature change,September,1994,-0.049
Temperature change,Asia,Temperature change,September,1995,0.39
Temperature change,Asia,Temperature change,September,1996,0.498
Temperature change,Asia,Temperature change,September,1997,0.013
Temperature change,Asia,Temperature change,September,1998,1.197
Temperature change,Asia,Temperature change,September,1999,0.785
Temperature change,Asia,Temperature change,September,2000,0.633
Temperature change,Asia,Temperature change,September,2001,0.783
Temperature change,Asia,Temperature change,September,2002,0.717
Temperature change,Asia,Temperature change,September,2003,0.746
Temperature change,Asia,Temperature change,September,2004,0.733
Temperature change,Asia,Temperature change,September,2005,1.293
Temperature change,Asia,Temperature change,September,2006,0.695
Temperature change,Asia,Temperature change,September,2007,1.082
Temperature change,Asia,Temperature change,September,2008,0.848
Temperature change,Asia,Temperature change,September,2009,0.929
Temperature change,Asia,Temperature change,September,2010,1.155
Temperature change,Asia,Temperature change,September,2011,0.682
Temperature change,Asia,Temperature change,September,2012,0.782
Temperature change,Asia,Temperature change,September,2013,0.928
Temperature change,Asia,Temperature change,September,2014,0.709
Temperature change,Asia,Temperature change,September,2015,1.082
Temperature change,Asia,Temperature change,September,2016,1.523
Temperature change,Asia,Temperature change,September,2017,1.51
Temperature change,Asia,Temperature change,September,2018,0.926
Temperature change,Asia,Temperature change,September,2019,1.474
Temperature change,Asia,Temperature change,September,2020,1.317
Temperature change,Asia,Temperature change,October,1990,0.666
Temperature change,Asia,Temperature change,October,1991,0.187
Temperature change,Asia,Temperature change,October,1992,-0.354
Temperature change,Asia,Temperature change,October,1993,0.002
Temperature change,Asia,Temperature change,October,1994,0.249
Temperature change,Asia,Temperature change,October,1995,0.684
Temperature change,Asia,Temperature change,October,1996,0.068
Temperature change,Asia,Temperature change,October,1997,0.954
Temperature change,Asia,Temperature change,October,1998,1.314
Temperature change,Asia,Temperature change,October,1999,1.026
Temperature change,Asia,Temperature change,October,2000,-0.099
Temperature change,Asia,Temperature change,October,2001,0.922
Temperature change,Asia,Temperature change,October,2002,0.876
Temperature change,Asia,Temperature change,October,2003,1.066
Temperature change,Asia,Temperature change,October,2004,0.561
Temperature change,Asia,Temperature change,October,2005,1.01
Temperature change,Asia,Temperature change,October,2006,1.905
Temperature change,Asia,Temperature change,October,2007,0.579
Temperature change,Asia,Temperature change,October,2008,1.254
Temperature change,Asia,Temperature change,October,2009,1.275
Temperature change,Asia,Temperature change,October,2010,1.299
Temperature change,Asia,Temperature change,October,2011,1.056
Temperature change,Asia,Temperature change,October,2012,1.017
Temperature change,Asia,Temperature change,October,2013,0.897
Temperature change,Asia,Temperature change,October,2014,0.808
Temperature change,Asia,Temperature change,October,2015,1.411
Temperature change,Asia,Temperature change,October,2016,0.507
Temperature change,Asia,Temperature change,October,2017,1.084
Temperature change,Asia,Temperature change,October,2018,0.888
Temperature change,Asia,Temperature change,October,2019,1.653
Temperature change,Asia,Temperature change,October,2020,0.821
Temperature change,Asia,Temperature change,November,1990,1.465
Temperature change,Asia,Temperature change,November,1991,0.288
Temperature change,Asia,Temperature change,November,1992,0.182
Temperature change,Asia,Temperature change,November,1993,-0.809
Temperature change,Asia,Temperature change,November,1994,1.742
Temperature change,Asia,Temperature change,November,1995,1.106
Temperature change,Asia,Temperature change,November,1996,-0.038
Temperature change,Asia,Temperature change,November,1997,0.281
Temperature change,Asia,Temperature change,November,1998,1.348
Temperature change,Asia,Temperature change,November,1999,0.722
Temperature change,Asia,Temperature change,November,2000,-0.461
Temperature change,Asia,Temperature change,November,2001,1.349
Temperature change,Asia,Temperature change,November,2002,0.905
Temperature change,Asia,Temperature change,November,2003,0.543
Temperature change,Asia,Temperature change,November,2004,1.511
Temperature change,Asia,Temperature change,November,2005,1.138
Temperature change,Asia,Temperature change,November,2006,1.424
Temperature change,Asia,Temperature change,November,2007,1.18
Temperature change,Asia,Temperature change,November,2008,1.205
Temperature change,Asia,Temperature change,November,2009,0.293
Temperature change,Asia,Temperature change,November,2010,1.865
Temperature change,Asia,Temperature change,November,2011,0.491
Temperature change,Asia,Temperature change,November,2012,0.595
Temperature change,Asia,Temperature change,November,2013,1.473
Temperature change,Asia,Temperature change,November,2014,0.607
Temperature change,Asia,Temperature change,November,2015,1.318
Temperature change,Asia,Temperature change,November,2016,0.162
Temperature change,Asia,Temperature change,November,2017,1.391
Temperature change,Asia,Temperature change,November,2018,0.841
Temperature change,Asia,Temperature change,November,2019,0.951
Temperature change,Asia,Temperature change,November,2020,1.089
Temperature change,Asia,Temperature change,December,1990,1.172
Temperature change,Asia,Temperature change,December,1991,0.236
Temperature change,Asia,Temperature change,December,1992,0.567
Temperature change,Asia,Temperature change,December,1993,0.195
Temperature change,Asia,Temperature change,December,1994,0.245
Temperature change,Asia,Temperature change,December,1995,0.166
Temperature change,Asia,Temperature change,December,1996,1.172
Temperature change,Asia,Temperature change,December,1997,0.499
Temperature change,Asia,Temperature change,December,1998,1.888
Temperature change,Asia,Temperature change,December,1999,1.19
Temperature change,Asia,Temperature change,December,2000,1.041
Temperature change,Asia,Temperature change,December,2001,0.476
Temperature change,Asia,Temperature change,December,2002,-0.488
Temperature change,Asia,Temperature change,December,2003,0.829
Temperature change,Asia,Temperature change,December,2004,0.628
Temperature change,Asia,Temperature change,December,2005,0.427
Temperature change,Asia,Temperature change,December,2006,0.545
Temperature change,Asia,Temperature change,December,2007,0.9
Temperature change,Asia,Temperature change,December,2008,0.989
Temperature change,Asia,Temperature change,December,2009,0.794
Temperature change,Asia,Temperature change,December,2010,0.888
Temperature change,Asia,Temperature change,December,2011,-0.164
Temperature change,Asia,Temperature change,December,2012,-0.383
Temperature change,Asia,Temperature change,December,2013,0.682
Temperature change,Asia,Temperature change,December,2014,0.632
Temperature change,Asia,Temperature change,December,2015,1.613
Temperature change,Asia,Temperature change,December,2016,1.935
Temperature change,Asia,Temperature change,December,2017,1.286
Temperature change,Asia,Temperature change,December,2018,0.684
Temperature change,Asia,Temperature change,December,2019,1.364
Temperature change,Asia,Temperature change,December,2020,-0.022
Temperature change,Americas,Temperature change,January,1990,1.349
Temperature change,Americas,Temperature change,January,1991,-0.091
Temperature change,Americas,Temperature change,January,1992,1.431
Temperature change,Americas,Temperature change,January,1993,0.643
Temperature change,Americas,Temperature change,January,1994,-0.273
Temperature change,Americas,Temperature change,January,1995,1.611
Temperature change,Americas,Temperature change,January,1996,-0.451
Temperature change,Americas,Temperature change,January,1997,0.335
Temperature change,Americas,Temperature change,January,1998,1.165
Temperature change,Americas,Temperature change,January,1999,0.835
Temperature change,Americas,Temperature change,January,2000,0.961
Temperature change,Americas,Temperature change,January,2001,1.748
Temperature change,Americas,Temperature change,January,2002,1.547
Temperature change,Americas,Temperature change,January,2003,1.811
Temperature change,Americas,Temperature change,January,2004,0.182
Temperature change,Americas,Temperature change,January,2005,1.053
Temperature change,Americas,Temperature change,January,2006,2.523
Temperature change,Americas,Temperature change,January,2007,1.769
Temperature change,Americas,Temperature change,January,2008,0.795
Temperature change,Americas,Temperature change,January,2009,0.789
Temperature change,Americas,Temperature change,January,2010,1.715
Temperature change,Americas,Temperature change,January,2011,1.267
Temperature change,Americas,Temperature change,January,2012,1.459
Temperature change,Americas,Temperature change,January,2013,1.444
Temperature change,Americas,Temperature change,January,2014,1.625
Temperature change,Americas,Temperature change,January,2015,1.429
Temperature change,Americas,Temperature change,January,2016,2.695
Temperature change,Americas,Temperature change,January,2017,2.366
Temperature change,Americas,Temperature change,January,2018,1.436
Temperature change,Americas,Temperature change,January,2019,1.44
Temperature change,Americas,Temperature change,January,2020,1.789
Temperature change,Americas,Temperature change,February,1990,-0.566
Temperature change,Americas,Temperature change,February,1991,1.56
Temperature change,Americas,Temperature change,February,1992,0.638
Temperature change,Americas,Temperature change,February,1993,-0.154
Temperature change,Americas,Temperature change,February,1994,-0.89
Temperature change,Americas,Temperature change,February,1995,0.645
Temperature change,Americas,Temperature change,February,1996,0.923
Temperature change,Americas,Temperature change,February,1997,0.805
Temperature change,Americas,Temperature change,February,1998,2.327
Temperature change,Americas,Temperature change,February,1999,1.643
Temperature change,Americas,Temperature change,February,2000,1.781
Temperature change,Americas,Temperature change,February,2001,0.748
Temperature change,Americas,Temperature change,February,2002,0.766
Temperature change,Americas,Temperature change,February,2003,0.243
Temperature change,Americas,Temperature change,February,2004,0.884
Temperature change,Americas,Temperature change,February,2005,1.564
Temperature change,Americas,Temperature change,February,2006,1.501
Temperature change,Americas,Temperature change,February,2007,0.388
Temperature change,Americas,Temperature change,February,2008,0.17
Temperature change,Americas,Temperature change,February,2009,0.996
Temperature change,Americas,Temperature change,February,2010,1.976
Temperature change,Americas,Temperature change,February,2011,0.373
Temperature change,Americas,Temperature change,February,2012,1.939
Temperature change,Americas,Temperature change,February,2013,1.178
Temperature change,Americas,Temperature change,February,2014,0.06
Temperature change,Americas,Temperature change,February,2015,0.037
Temperature change,Americas,Temperature change,February,2016,2.483
Temperature change,Americas,Temperature change,February,2017,2.091
Temperature change,Americas,Temperature change,February,2018,0.834
Temperature change,Americas,Temperature change,February,2019,0.347
Temperature change,Americas,Temperature change,February,2020,1.122
Temperature change,Americas,Temperature change,March,1990,1.533
Temperature change,Americas,Temperature change,March,1991,0.886
Temperature change,Americas,Temperature change,March,1992,1.306
Temperature change,Americas,Temperature change,March,1993,1.065
Temperature change,Americas,Temperature change,March,1994,1.054
Temperature change,Americas,Temperature change,March,1995,0.6
Temperature change,Americas,Temperature change,March,1996,0.09
Temperature change,Americas,Temperature change,March,1997,0.307
Temperature change,Americas,Temperature change,March,1998,1.274
Temperature change,Americas,Temperature change,March,1999,1.479
Temperature change,Americas,Temperature change,March,2000,1.811
Temperature change,Americas,Temperature change,March,2001,1.04
Temperature change,Americas,Temperature change,March,2002,0.009
Temperature change,Americas,Temperature change,March,2003,0.529
Temperature change,Americas,Temperature change,March,2004,1.249
Temperature change,Americas,Temperature change,March,2005,1.419
Temperature change,Americas,Temperature change,March,2006,1.438
Temperature change,Americas,Temperature change,March,2007,0.887
Temperature change,Americas,Temperature change,March,2008,0.153
Temperature change,Americas,Temperature change,March,2009,0.443
Temperature change,Americas,Temperature change,March,2010,2.41
Temperature change,Americas,Temperature change,March,2011,0.581
Temperature change,Americas,Temperature change,March,2012,1.827
Temperature change,Americas,Temperature change,March,2013,0.901
Temperature change,Americas,Temperature change,March,2014,-0.091
Temperature change,Americas,Temperature change,March,2015,1.487
Temperature change,Americas,Temperature change,March,2016,2.365
Temperature change,Americas,Temperature change,March,2017,1.076
Temperature change,Americas,Temperature change,March,2018,1.524
Temperature change,Americas,Temperature change,March,2019,1.569
Temperature change,Americas,Temperature change,March,2020,1.693
Temperature change,Americas,Temperature change,April,1990,0.891
Temperature change,Americas,Temperature change,April,1991,0.975
Temperature change,Americas,Temperature change,April,1992,0.223
Temperature change,Americas,Temperature change,April,1993,0.615
Temperature change,Americas,Temperature change,April,1994,0.521
Temperature change,Americas,Temperature change,April,1995,0.612
Temperature change,Americas,Temperature change,April,1996,0.388
Temperature change,Americas,Temperature change,April,1997,0.043
Temperature change,Americas,Temperature change,April,1998,1.755
Temperature change,Americas,Temperature change,April,1999,0.785
Temperature change,Americas,Temperature change,April,2000,0.651
Temperature change,Americas,Temperature change,April,2001,0.919
Temperature change,Americas,Temperature change,April,2002,0.341
Temperature change,Americas,Temperature change,April,2003,0.623
Temperature change,Americas,Temperature change,April,2004,0.966
Temperature change,Americas,Temperature change,April,2005,1.334
Temperature change,Americas,Temperature change,April,2006,1.583
Temperature change,Americas,Temperature change,April,2007,0.962
Temperature change,Americas,Temperature change,April,2008,0.444
Temperature change,Americas,Temperature change,April,2009,0.821
Temperature change,Americas,Temperature change,April,2010,2.064
Temperature change,Americas,Temperature change,April,2011,0.412
Temperature change,Americas,Temperature change,April,2012,1.324
Temperature change,Americas,Temperature change,April,2013,0.035
Temperature change,Americas,Temperature change,April,2014,0.527
Temperature change,Americas,Temperature change,April,2015,1.312
Temperature change,Americas,Temperature change,April,2016,1.325
Temperature change,Americas,Temperature change,April,2017,1.163
Temperature change,Americas,Temperature change,April,2018,0.371
Temperature change,Americas,Temperature change,April,2019,1.308
Temperature change,Americas,Temperature change,April,2020,0.873
Temperature change,Americas,Temperature change,May,1990,0.168
Temperature change,Americas,Temperature change,May,1991,0.991
Temperature change,Americas,Temperature change,May,1992,0.158
Temperature change,Americas,Temperature change,May,1993,0.637
Temperature change,Americas,Temperature change,May,1994,0.84
Temperature change,Americas,Temperature change,May,1995,0.509
Temperature change,Americas,Temperature change,May,1996,0.316
Temperature change,Americas,Temperature change,May,1997,0.192
Temperature change,Americas,Temperature change,May,1998,1.499
Temperature change,Americas,Temperature change,May,1999,0.3
Temperature change,Americas,Temperature change,May,2000,0.368
Temperature change,Americas,Temperature change,May,2001,0.703
Temperature change,Americas,Temperature change,May,2002,0.198
Temperature change,Americas,Temperature change,May,2003,0.829
Temperature change,Americas,Temperature change,May,2004,-0.152
Temperature change,Americas,Temperature change,May,2005,0.762
Temperature change,Americas,Temperature change,May,2006,0.835
Temperature change,Americas,Temperature change,May,2007,0.215
Temperature change,Americas,Temperature change,May,2008,0.308
Temperature change,Americas,Temperature change,May,2009,0.449
Temperature change,Americas,Temperature change,May,2010,0.715
Temperature change,Americas,Temperature change,May,2011,0.411
Temperature change,Americas,Temperature change,May,2012,1.22
Temperature change,Americas,Temperature change,May,2013,0.533
Temperature change,Americas,Temperature change,May,2014,0.915
Temperature change,Americas,Temperature change,May,2015,1.169
Temperature change,Americas,Temperature change,May,2016,1.103
Temperature change,Americas,Temperature change,May,2017,1.157
Temperature change,Americas,Temperature change,May,2018,1.339
Temperature change,Americas,Temperature change,May,2019,1.016
Temperature change,Americas,Temperature change,May,2020,0.764
Temperature change,Americas,Temperature change,June,1990,0.568
Temperature change,Americas,Temperature change,June,1991,0.744
Temperature change,Americas,Temperature change,June,1992,0.329
Temperature change,Americas,Temperature change,June,1993,0.314
Temperature change,Americas,Temperature change,June,1994,1.007
Temperature change,Americas,Temperature change,June,1995,0.814
Temperature change,Americas,Temperature change,June,1996,0.283
Temperature change,Americas,Temperature change,June,1997,0.728
Temperature change,Americas,Temperature change,June,1998,1.007
Temperature change,Americas,Temperature change,June,1999,0.459
Temperature change,Americas,Temperature change,June,2000,0.376
Temperature change,Americas,Temperature change,June,2001,0.471
Temperature change,Americas,Temperature change,June,2002,0.664
Temperature change,Americas,Temperature change,June,2003,0.827
Temperature change,Americas,Temperature change,June,2004,0.454
Temperature change,Americas,Temperature change,June,2005,1.108
Temperature change,Americas,Temperature change,June,2006,1.223
Temperature change,Americas,Temperature change,June,2007,0.744
Temperature change,Americas,Temperature change,June,2008,0.472
Temperature change,Americas,Temperature change,June,2009,0.321
Temperature change,Americas,Temperature change,June,2010,1.01
Temperature change,Americas,Temperature change,June,2011,0.801
Temperature change,Americas,Temperature change,June,2012,1.263
Temperature change,Americas,Temperature change,June,2013,1.363
Temperature change,Americas,Temperature change,June,2014,1.02
Temperature change,Americas,Temperature change,June,2015,1.512
Temperature change,Americas,Temperature change,June,2016,1.011
Temperature change,Americas,Temperature change,June,2017,1.177
Temperature change,Americas,Temperature change,June,2018,0.725
Temperature change,Americas,Temperature change,June,2019,1.367
Temperature change,Americas,Temperature change,June,2020,1.281
Temperature change,Americas,Temperature change,July,1990,0.122
Temperature change,Americas,Temperature change,July,1991,0.19
Temperature change,Americas,Temperature change,July,1992,-0.769
Temperature change,Americas,Temperature change,July,1993,0.087
Temperature change,Americas,Temperature change,July,1994,0.484
Temperature change,Americas,Temperature change,July,1995,0.454
Temperature change,Americas,Temperature change,July,1996,0.274
Temperature change,Americas,Temperature change,July,1997,0.869
Temperature change,Americas,Temperature change,July,1998,1.436
Temperature change,Americas,Temperature change,July,1999,0.278
Temperature change,Americas,Temperature change,July,2000,0.052
Temperature change,Americas,Temperature change,July,2001,0.679
Temperature change,Americas,Temperature change,July,2002,0.749
Temperature change,Americas,Temperature change,July,2003,0.834
Temperature change,Americas,Temperature change,July,2004,0.371
Temperature change,Americas,Temperature change,July,2005,0.685
Temperature change,Americas,Temperature change,July,2006,1.229
Temperature change,Americas,Temperature change,July,2007,0.748
Temperature change,Americas,Temperature change,July,2008,0.841
Temperature change,Americas,Temperature change,July,2009,0.505
Temperature change,Americas,Temperature change,July,2010,0.738
Temperature change,Americas,Temperature change,July,2011,1.005
Temperature change,Americas,Temperature change,July,2012,1.042
Temperature change,Americas,Temperature change,July,2013,0.591
Temperature change,Americas,Temperature change,July,2014,0.756
Temperature change,Americas,Temperature change,July,2015,1.068
Temperature change,Americas,Temperature change,July,2016,1.235
Temperature change,Americas,Temperature change,July,2017,1.091
Temperature change,Americas,Temperature change,July,2018,0.994
Temperature change,Americas,Temperature change,July,2019,1.002
Temperature change,Americas,Temperature change,July,2020,1.274
Temperature change,Americas,Temperature change,August,1990,0.506
Temperature change,Americas,Temperature change,August,1991,0.464
Temperature change,Americas,Temperature change,August,1992,-0.294
Temperature change,Americas,Temperature change,August,1993,0.244
Temperature change,Americas,Temperature change,August,1994,0.415
Temperature change,Americas,Temperature change,August,1995,0.662
Temperature change,Americas,Temperature change,August,1996,0.513
Temperature change,Americas,Temperature change,August,1997,0.584
Temperature change,Americas,Temperature change,August,1998,1.171
Temperature change,Americas,Temperature change,August,1999,0.506
Temperature change,Americas,Temperature change,August,2000,0.561
Temperature change,Americas,Temperature change,August,2001,1.188
Temperature change,Americas,Temperature change,August,2002,0.776
Temperature change,Americas,Temperature change,August,2003,0.756
Temperature change,Americas,Temperature change,August,2004,0.174
Temperature change,Americas,Temperature change,August,2005,0.87
Temperature change,Americas,Temperature change,August,2006,0.819
Temperature change,Americas,Temperature change,August,2007,0.361
Temperature change,Americas,Temperature change,August,2008,0.71
Temperature change,Americas,Temperature change,August,2009,0.745
Temperature change,Americas,Temperature change,August,2010,0.859
Temperature change,Americas,Temperature change,August,2011,1.104
Temperature change,Americas,Temperature change,August,2012,1.171
Temperature change,Americas,Temperature change,August,2013,0.51
Temperature change,Americas,Temperature change,August,2014,1.036
Temperature change,Americas,Temperature change,August,2015,1.376
Temperature change,Americas,Temperature change,August,2016,1.412
Temperature change,Americas,Temperature change,August,2017,1.166
Temperature change,Americas,Temperature change,August,2018,0.615
Temperature change,Americas,Temperature change,August,2019,0.997
Temperature change,Americas,Temperature change,August,2020,1.473
Temperature change,Americas,Temperature change,September,1990,0.325
Temperature change,Americas,Temperature change,September,1991,0.307
Temperature change,Americas,Temperature change,September,1992,-0.567
Temperature change,Americas,Temperature change,September,1993,-0.131
Temperature change,Americas,Temperature change,September,1994,0.722
Temperature change,Americas,Temperature change,September,1995,0.699
Temperature change,Americas,Temperature change,September,1996,0.129
Temperature change,Americas,Temperature change,September,1997,1.276
Temperature change,Americas,Temperature change,September,1998,1.246
Temperature change,Americas,Temperature change,September,1999,0.764
Temperature change,Americas,Temperature change,September,2000,0.097
Temperature change,Americas,Temperature change,September,2001,0.866
Temperature change,Americas,Temperature change,September,2002,0.947
Temperature change,Americas,Temperature change,September,2003,0.734
Temperature change,Americas,Temperature change,September,2004,0.605
Temperature change,Americas,Temperature change,September,2005,0.69
Temperature change,Americas,Temperature change,September,2006,0.675
Temperature change,Americas,Temperature change,September,2007,0.815
Temperature change,Americas,Temperature change,September,2008,0.425
Temperature change,Americas,Temperature change,September,2009,1.204
Temperature change,Americas,Temperature change,September,2010,0.945
Temperature change,Americas,Temperature change,September,2011,1.263
Temperature change,Americas,Temperature change,September,2012,1.439
Temperature change,Americas,Temperature change,September,2013,0.911
Temperature change,Americas,Temperature change,September,2014,1.066
Temperature change,Americas,Temperature change,September,2015,1.623
Temperature change,Americas,Temperature change,September,2016,1.135
Temperature change,Americas,Temperature change,September,2017,1.423
Temperature change,Americas,Temperature change,September,2018,0.894
Temperature change,Americas,Temperature change,September,2019,1.629
Temperature change,Americas,Temperature change,September,2020,1.264
Temperature change,Americas,Temperature change,October,1990,0.083
Temperature change,Americas,Temperature change,October,1991,-0.119
Temperature change,Americas,Temperature change,October,1992,-0.029
Temperature change,Americas,Temperature change,October,1993,0.311
Temperature change,Americas,Temperature change,October,1994,0.721
Temperature change,Americas,Temperature change,October,1995,0.543
Temperature change,Americas,Temperature change,October,1996,-0.222
Temperature change,Americas,Temperature change,October,1997,0.197
Temperature change,Americas,Temperature change,October,1998,1.065
Temperature change,Americas,Temperature change,October,1999,0.09
Temperature change,Americas,Temperature change,October,2000,0.551
Temperature change,Americas,Temperature change,October,2001,0.431
Temperature change,Americas,Temperature change,October,2002,0.506
Temperature change,Americas,Temperature change,October,2003,1.415
Temperature change,Americas,Temperature change,October,2004,0.733
Temperature change,Americas,Temperature change,October,2005,0.981
Temperature change,Americas,Temperature change,October,2006,0.912
Temperature change,Americas,Temperature change,October,2007,1.08
Temperature change,Americas,Temperature change,October,2008,0.668
Temperature change,Americas,Temperature change,October,2009,0.067
Temperature change,Americas,Temperature change,October,2010,1.198
Temperature change,Americas,Temperature change,October,2011,0.933
Temperature change,Americas,Temperature change,October,2012,0.803
Temperature change,Americas,Temperature change,October,2013,1.029
Temperature change,Americas,Temperature change,October,2014,1.546
Temperature change,Americas,Temperature change,October,2015,1.434
Temperature change,Americas,Temperature change,October,2016,1.209
Temperature change,Americas,Temperature change,October,2017,1.298
Temperature change,Americas,Temperature change,October,2018,0.527
Temperature change,Americas,Temperature change,October,2019,0.97
Temperature change,Americas,Temperature change,October,2020,1.034
Temperature change,Americas,Temperature change,November,1990,0.112
Temperature change,Americas,Temperature change,November,1991,-0.333
Temperature change,Americas,Temperature change,November,1992,-0.1
Temperature change,Americas,Temperature change,November,1993,-0.228
Temperature change,Americas,Temperature change,November,1994,0.56
Temperature change,Americas,Temperature change,November,1995,0.006
Temperature change,Americas,Temperature change,November,1996,-0.223
Temperature change,Americas,Temperature change,November,1997,0.928
Temperature change,Americas,Temperature change,November,1998,1.45
Temperature change,Americas,Temperature change,November,1999,1.215
Temperature change,Americas,Temperature change,November,2000,0.241
Temperature change,Americas,Temperature change,November,2001,1.429
Temperature change,Americas,Temperature change,November,2002,1.011
Temperature change,Americas,Temperature change,November,2003,0.757
Temperature change,Americas,Temperature change,November,2004,0.913
Temperature change,Americas,Temperature change,November,2005,1.196
Temperature change,Americas,Temperature change,November,2006,0.294
Temperature change,Americas,Temperature change,November,2007,0.71
Temperature change,Americas,Temperature change,November,2008,1.197
Temperature change,Americas,Temperature change,November,2009,1.797
Temperature change,Americas,Temperature change,November,2010,1.162
Temperature change,Americas,Temperature change,November,2011,0.747
Temperature change,Americas,Temperature change,November,2012,0.625
Temperature change,Americas,Temperature change,November,2013,0.267
Temperature change,Americas,Temperature change,November,2014,0.06
Temperature change,Americas,Temperature change,November,2015,1.708
Temperature change,Americas,Temperature change,November,2016,2.325
Temperature change,Americas,Temperature change,November,2017,0.882
Temperature change,Americas,Temperature change,November,2018,0.322
Temperature change,Americas,Temperature change,November,2019,1.239
Temperature change,Americas,Temperature change,November,2020,1.518
Temperature change,Americas,Temperature change,December,1990,-0.573
Temperature change,Americas,Temperature change,December,1991,0.615
Temperature change,Americas,Temperature change,December,1992,-0.132
Temperature change,Americas,Temperature change,December,1993,0.961
Temperature change,Americas,Temperature change,December,1994,1.448
Temperature change,Americas,Temperature change,December,1995,0.334
Temperature change,Americas,Temperature change,December,1996,0.62
Temperature change,Americas,Temperature change,December,1997,1.657
Temperature change,Americas,Temperature change,December,1998,1.298
Temperature change,Americas,Temperature change,December,1999,1.27
Temperature change,Americas,Temperature change,December,2000,-0.219
Temperature change,Americas,Temperature change,December,2001,1.678
Temperature change,Americas,Temperature change,December,2002,2.1
Temperature change,Americas,Temperature change,December,2003,1.465
Temperature change,Americas,Temperature change,December,2004,0.476
Temperature change,Americas,Temperature change,December,2005,1.344
Temperature change,Americas,Temperature change,December,2006,2.185
Temperature change,Americas,Temperature change,December,2007,0.478
Temperature change,Americas,Temperature change,December,2008,-0.122
Temperature change,Americas,Temperature change,December,2009,0.711
Temperature change,Americas,Temperature change,December,2010,1.162
Temperature change,Americas,Temperature change,December,2011,1.709
Temperature change,Americas,Temperature change,December,2012,1.115
Temperature change,Americas,Temperature change,December,2013,-0.148
Temperature change,Americas,Temperature change,December,2014,1.765
Temperature change,Americas,Temperature change,December,2015,2.376
Temperature change,Americas,Temperature change,December,2016,0.845
Temperature change,Americas,Temperature change,December,2017,1.544
Temperature change,Americas,Temperature change,December,2018,1.686
Temperature change,Americas,Temperature change,December,2019,1.698
Temperature change,Americas,Temperature change,December,2020,2.145
Temperature change,Africa,Temperature change,January,1990,0.325
Temperature change,Africa,Temperature change,January,1991,0.281
Temperature change,Africa,Temperature change,January,1992,-0.24
Temperature change,Africa,Temperature change,January,1993,-0.412
Temperature change,Africa,Temperature change,January,1994,0.32
Temperature change,Africa,Temperature change,January,1995,-0.088
Temperature change,Africa,Temperature change,January,1996,0.992
Temperature change,Africa,Temperature change,January,1997,0.58
Temperature change,Africa,Temperature change,January,1998,0.516
Temperature change,Africa,Temperature change,January,1999,0.502
Temperature change,Africa,Temperature change,January,2000,0.148
Temperature change,Africa,Temperature change,January,2001,0.253
Temperature change,Africa,Temperature change,January,2002,-0.017
Temperature change,Africa,Temperature change,January,2003,0.951
Temperature change,Africa,Temperature change,January,2004,0.89
Temperature change,Africa,Temperature change,January,2005,0.237
Temperature change,Africa,Temperature change,January,2006,0.904
Temperature change,Africa,Temperature change,January,2007,0.318
Temperature change,Africa,Temperature change,January,2008,-0.105
Temperature change,Africa,Temperature change,January,2009,0.793
Temperature change,Africa,Temperature change,January,2010,1.574
Temperature change,Africa,Temperature change,January,2011,0.67
Temperature change,Africa,Temperature change,January,2012,-0.019
Temperature change,Africa,Temperature change,January,2013,0.975
Temperature change,Africa,Temperature change,January,2014,1.086
Temperature change,Africa,Temperature change,January,2015,0.23
Temperature change,Africa,Temperature change,January,2016,1.231
Temperature change,Africa,Temperature change,January,2017,0.81
Temperature change,Africa,Temperature change,January,2018,0.503
Temperature change,Africa,Temperature change,January,2019,0.827
Temperature change,Africa,Temperature change,January,2020,0.525
Temperature change,Africa,Temperature change,February,1990,0.008
Temperature change,Africa,Temperature change,February,1991,0.429
Temperature change,Africa,Temperature change,February,1992,-0.183
Temperature change,Africa,Temperature change,February,1993,-0.502
Temperature change,Africa,Temperature change,February,1994,-0.089
Temperature change,Africa,Temperature change,February,1995,0.382
Temperature change,Africa,Temperature change,February,1996,0.683
Temperature change,Africa,Temperature change,February,1997,-0.217
